Season,PlayerID,Age,YearsExperience,League,Team,Position,Games,PointsPerGame,AssistsPerGame,BlocksPerGame,ReboundsPerGame,EffectiveFieldGoalPercent
1953,120,27,7,NBA,NYK,SG,29,11.9,1.9,,2.6,0.384
1951,120,25,5,NBA,NYK,SG,66,12.7,2.1,,3.5,0.354
1956,120,30,10,NBA,FTW,SG,9,9.8,1.8,,1.8,0.358
1947,120,21,1,BAA,CHS,SG,61,14.4,0.7,,,0.329
1950,120,24,4,NBA,CHS,SG,68,16.4,2.3,,,0.351
1954,120,28,8,NBA,BLB,SG,11,16.4,3.0,,3.9,0.352
1954,120,28,8,NBA,TOT,SG,65,12.5,2.4,,2.5,0.368
1954,120,28,8,NBA,FTW,SG,45,11.0,2.2,,2.0,0.382
1954,120,28,8,NBA,MLH,SG,9,15.1,2.6,,3.1,0.341
1948,120,22,2,BAA,CHS,SG,48,21.0,0.6,,,0.323
1947,121,25,1,BAA,BOS,G,13,1.5,0.8,,,0.2
1947,122,30,1,BAA,CLR,G-F,55,12.1,1.2,,,0.307
1949,122,32,3,BAA,TOT,G-F,43,9.8,2.4,,,0.292
1949,122,32,3,BAA,PRO,G-F,10,6.1,0.9,,,0.295
1949,122,32,3,BAA,BOS,G-F,33,11.0,2.9,,,0.291
1948,122,31,2,BAA,BOS,G-F,48,10.2,0.9,,,0.309
1947,123,24,1,BAA,PIT,F,60,3.5,0.5,,,0.244
1947,124,27,1,BAA,CHS,G,56,7.6,1.7,,,0.29
1948,124,28,2,BAA,CHS,G,44,2.7,1.0,,,0.288
1950,125,27,2,NBA,STB,G,5,1.0,0.4,,,0.2
1950,125,27,2,NBA,TOT,G,8,1.1,0.4,,,0.2
1947,125,24,1,BAA,TRH,G,60,10.8,1.0,,,0.282
1950,125,27,2,NBA,BLB,G,3,1.3,0.3,,,0.2
1950,126,27,2,NBA,SHE,C,62,8.0,1.4,,,0.41
1947,126,24,1,BAA,DTF,C,41,2.9,0.3,,,0.216
1947,127,29,1,BAA,TOT,G-F,43,3.8,0.7,,,0.196
1947,127,29,1,BAA,PIT,G-F,17,6.4,0.8,,,0.201
1947,127,29,1,BAA,DTF,G-F,20,2.1,0.8,,,0.178
1947,127,29,1,BAA,BOS,G-F,6,2.2,0.2,,,0.227
1947,128,33,1,BAA,PIT,F-G,6,2.7,0.5,,,0.148
1947,129,23,1,BAA,TRH,F,21,4.8,0.7,,,0.295
1947,129,23,1,BAA,NYK,F,36,4.0,0.8,,,0.243
1947,129,23,1,BAA,TOT,F,57,4.3,0.7,,,0.262
1947,130,28,1,BAA,CLR,F-G,16,0.9,0.3,,,0.12
1947,131,28,1,BAA,CLR,G,53,4.6,0.5,,,0.265
1951,132,25,3,NBA,TOT,C,63,10.0,1.4,,5.4,0.372
1951,132,25,3,NBA,SYR,C,41,9.3,1.6,,5.5,0.376
1950,132,24,2,NBA,SHE,C,54,13.0,1.7,,,0.353
1953,132,27,5,NBA,SYR,C,70,6.2,1.1,,3.4,0.333
1951,132,25,3,NBA,TRI,C,22,11.2,1.2,,5.1,0.366
1952,132,26,4,NBA,SYR,C,66,8.0,1.0,,4.4,0.413
1947,132,21,1,BAA,PIT,C,15,4.4,0.3,,,0.223
1947,133,23,1,BAA,CHS,G,4,0.0,0.0,,,0.0
1947,134,27,1,BAA,NYK,G,54,8.1,2.0,,,0.276
1947,135,26,1,BAA,CLR,F,1,0.0,0.0,,,0.0
1947,136,28,1,BAA,PHW,G,51,2.9,0.5,,,0.209
1948,137,27,2,BAA,PRO,F-C,24,3.8,0.3,,,0.232
1947,137,26,1,BAA,PRO,F-C,55,4.7,0.3,,,0.282
1947,138,31,1,BAA,PIT,G,51,4.6,0.1,,,0.272
1947,139,27,1,BAA,TOT,G-F,57,7.1,0.7,,,0.274
1947,139,27,1,BAA,PHW,G-F,30,7.0,0.4,,,0.291
1948,139,28,2,BAA,PHW,G-F,48,3.9,0.4,,,0.243
1947,139,27,1,BAA,NYK,G-F,27,7.2,0.9,,,0.259
1947,140,23,1,BAA,STB,C,7,0.6,0.0,,,0.077
1947,140,23,1,BAA,TOT,C,21,1.0,0.2,,,0.136
1947,140,23,1,BAA,TRH,C,14,1.1,0.3,,,0.161
1948,141,24,2,BAA,PRO,G,7,4.6,0.9,,,0.181
1947,141,23,1,BAA,CLR,G,43,2.7,0.5,,,0.21
1947,141,23,1,BAA,TOT,G,61,3.5,0.6,,,0.216
1947,141,23,1,BAA,TRH,G,18,5.5,1.0,,,0.222
1947,142,23,1,BAA,PRO,F,10,1.4,0.0,,,0.4
1947,143,30,1,BAA,PIT,G,7,0.9,0.0,,,0.333
1947,144,28,1,BAA,BOS,G,24,5.5,0.8,,,0.246
1947,144,28,1,BAA,TRH,G,37,11.5,1.0,,,0.291
1947,144,28,1,BAA,TOT,G,61,9.1,1.0,,,0.278
1947,145,26,1,BAA,PIT,C-F,28,1.5,0.0,,,0.259
1947,146,24,1,BAA,TRH,F-G,46,5.2,0.7,,,0.224
1951,147,28,5,NBA,BOS,G,65,9.8,3.8,,4.0,0.316
1948,147,25,2,BAA,TOT,G,41,6.8,0.6,,,0.266
1948,147,25,2,BAA,NYK,G,4,1.3,0.3,,,0.071
1948,147,25,2,BAA,WSC,G,37,7.4,0.6,,,0.273
1949,147,26,3,BAA,WSC,G,60,7.4,1.9,,,0.285
1950,147,27,4,NBA,BOS,G,68,10.2,2.9,,,0.318
1947,147,24,1,BAA,NYK,G,59,8.7,0.6,,,0.289
1947,148,23,1,BAA,DTF,C-F,60,14.9,1.6,,,0.287
1953,148,29,6,NBA,MLH,SF,40,5.7,1.3,,4.0,0.325
1950,148,26,4,NBA,CHS,C-F,68,7.3,1.1,,,0.381
1953,148,29,6,NBA,TOT,SF,65,7.9,1.9,,5.5,0.365
1953,148,29,6,NBA,BLB,C-F,25,11.3,2.9,,8.0,0.405
1948,148,24,2,BAA,CHS,C-F,48,14.9,0.6,,,0.303
1952,148,28,5,NBA,BLB,PF,66,11.8,2.1,,9.7,0.365
1949,148,25,3,BAA,CHS,C-F,58,7.8,1.0,,,0.346
1949,149,28,3,BAA,BOS,G,30,2.5,0.8,,,0.244
1947,149,26,1,BAA,PIT,G,58,8.7,0.7,,,0.287
1948,149,27,2,BAA,BOS,G,22,3.5,0.2,,,0.278
1948,150,27,2,BAA,NYK,G-F,47,7.0,1.2,,,0.218
1947,150,26,1,BAA,NYK,G-F,60,8.0,0.8,,,0.268
1949,150,28,3,BAA,BLB,G-F,59,6.3,1.4,,,0.281
1947,151,25,1,BAA,PRO,G,13,1.3,0.3,,,0.207
1947,152,22,1,BAA,DTF,G,58,5.1,0.6,,,0.237
1947,153,23,1,BAA,NYK,F-G,60,7.6,0.6,,,0.3
1951,153,27,5,NBA,TRI,F-G,19,4.6,1.7,,1.7,0.324
1950,153,26,4,NBA,BLB,F-G,53,6.2,1.7,,,0.302
1951,153,27,5,NBA,BLB,F-G,16,5.6,1.3,,1.7,0.35
1951,153,27,5,NBA,WSC,F-G,12,3.3,1.3,,0.9,0.2
1951,153,27,5,NBA,TOT,F-G,47,4.6,1.5,,1.5,0.303
1949,153,25,3,BAA,NYK,F-G,35,5.7,1.5,,,0.285
1949,153,25,3,BAA,INJ,F-G,22,9.6,2.2,,,0.325
1948,153,24,2,BAA,NYK,F-G,47,6.4,0.4,,,0.285
1949,153,25,3,BAA,TOT,F-G,57,7.2,1.8,,,0.305
1951,154,30,4,NBA,MNL,F-G,63,3.8,1.1,,2.1,0.307
1949,154,28,2,BAA,MNL,F-G,59,5.8,1.0,,,0.343
1950,154,29,3,NBA,MNL,F-G,61,3.9,1.0,,,0.291
1947,154,26,1,BAA,CHS,F-G,59,8.2,0.5,,,0.289
1947,155,27,1,BAA,TOT,G,59,6.5,0.5,,,0.238
1947,155,27,1,BAA,PIT,G,41,7.6,0.5,,,0.231
1947,155,27,1,BAA,BOS,G,18,4.1,0.3,,,0.275
1947,156,28,1,BAA,BOS,F-C,17,2.6,0.6,,,0.192
1947,157,31,1,BAA,PIT,F,12,1.9,0.5,,,0.333
1947,158,24,1,BAA,BOS,F,33,2.6,0.5,,,0.225
1947,159,31,1,BAA,CHS,G-F,50,5.1,0.7,,,0.255
1947,160,27,1,BAA,PRO,G,21,2.9,0.0,,,0.357
1948,161,25,2,BAA,STB,G-F,11,1.2,0.3,,,0.167
1948,161,25,2,BAA,TOT,G-F,12,1.1,0.3,,,0.162
1948,161,25,2,BAA,PRO,G-F,1,0.0,0.0,,,0.0
1947,161,24,1,BAA,BOS,G-F,55,6.4,0.9,,,0.292
1957,162,34,10,NBA,BOS,PG,67,4.4,2.5,,2.7,0.379
1952,162,29,5,NBA,PHW,SG,66,12.0,8.2,,6.6,0.366
1956,162,33,9,NBA,FTW,PG,70,5.8,5.9,,3.7,0.365
1949,162,26,2,BAA,CHS,G-F,60,12.0,5.3,,,0.348
1950,162,27,3,NBA,CHS,G-F,65,11.7,5.8,,,0.349
1955,162,32,8,NBA,FTW,PG,64,9.6,7.7,,4.5,0.371
1954,162,31,7,NBA,FTW,PG,71,10.6,6.3,,3.7,0.375
1948,162,25,1,BAA,CHS,G-F,32,10.8,2.3,,,0.336
1951,162,28,4,NBA,PHW,G-F,66,11.2,6.3,,6.8,0.399
1958,162,35,11,NBA,BOS,PG,70,3.4,1.7,,2.3,0.355
1953,162,30,6,NBA,FTW,SG,57,10.0,5.0,,4.9,0.4
1953,162,30,6,NBA,PHW,PG,13,11.8,8.5,,6.6,0.387
1953,162,30,6,NBA,TOT,SG-PG,70,10.3,5.7,,5.2,0.397
1948,163,23,1,BAA,CHS,F,37,1.5,0.2,,,0.198
1948,164,24,1,BAA,PRO,C,3,0.0,0.0,,,0.0
1949,165,26,2,BAA,PRO,C-F,34,2.1,0.5,,,0.185
1948,165,25,1,BAA,PRO,C-F,28,5.4,0.4,,,0.291
1948,166,21,1,BAA,PHW,F,22,2.2,0.0,,,0.21
1949,166,22,2,BAA,TOT,F,24,1.3,0.4,,,0.2
1949,166,22,2,BAA,PHW,F,16,0.9,0.5,,,0.156
1949,166,22,2,BAA,STB,F,8,2.1,0.1,,,0.278
1948,167,30,1,BAA,BLB,G,46,10.7,1.5,,,0.349
1949,167,31,2,BAA,BLB,G,56,5.6,2.2,,,0.367
1950,167,32,3,NBA,BLB,G,37,5.2,2.5,,,0.284
1949,168,25,2,BAA,BOS,F-G,59,8.7,2.3,,,0.312
1948,168,24,1,BAA,BOS,F-G,40,7.2,1.1,,,0.249
1959,169,31,10,NBA,NYK,PG,72,10.5,4.8,,3.5,0.42
1961,169,33,12,NBA,NYK,PG,15,5.7,3.2,,2.1,0.468
1953,169,25,4,NBA,NYK,SG,70,14.0,3.5,,3.3,0.4
1954,169,26,5,NBA,NYK,SG,72,14.8,2.9,,3.4,0.4
1958,169,30,9,NBA,NYK,PG,71,16.5,5.5,,4.6,0.418
1962,169,34,13,NBA,BOS,PG,48,3.7,1.5,,1.0,0.377
1960,169,32,11,NBA,NYK,PG,54,12.9,5.0,,3.1,0.432
1957,169,29,8,NBA,NYK,PG,72,13.9,3.6,,3.6,0.381
1950,169,22,3,NBA,NYK,G-F,67,15.4,3.7,,,0.364
1949,169,21,2,BAA,NYK,G-F,57,14.2,3.0,,,0.33
1956,169,28,7,NBA,NYK,SG,72,15.4,4.1,,3.6,0.372
1955,169,27,6,NBA,NYK,SG,71,15.1,3.9,,4.2,0.388
1948,169,20,1,BAA,NYK,G-F,47,14.3,1.3,,,0.323
1948,170,21,1,BAA,BLB,G-F,48,5.3,0.3,,,0.303
1949,170,22,2,BAA,TOT,G-F,50,5.3,0.9,,,0.33
1949,170,22,2,BAA,PRO,G-F,35,6.3,1.1,,,0.315
1949,170,22,2,BAA,CHS,G-F,15,2.7,0.6,,,0.444
1948,171,27,1,BAA,BLB,F,2,0.0,0.0,,,0.0
1949,172,34,2,BAA,BLB,G-F,57,11.0,2.3,,,0.335
1950,172,35,3,NBA,WSC,G-F,67,9.0,2.6,,,0.305
1948,172,33,1,BAA,BLB,G-F,47,11.5,0.9,,,0.322
1948,173,24,1,BAA,PHW,G,39,1.8,0.5,,,0.24
1949,173,25,2,BAA,PHW,G,44,4.0,1.3,,,0.349
1950,173,26,3,NBA,PHW,G,64,7.0,2.3,,,0.322
1948,174,26,1,BAA,NYK,C,48,10.5,0.8,,,0.295
1949,175,25,2,BAA,WSC,G-F,50,3.8,0.9,,,0.255
1950,175,26,3,NBA,WSC,G-F,68,7.0,1.1,,,0.306
1951,175,27,4,NBA,WSC,G-F,17,3.9,1.5,,2.2,0.206
1948,175,24,1,BAA,WSC,G-F,37,4.2,0.5,,,0.245
1950,176,31,2,NBA,WAT,F-C,15,1.6,0.5,,,0.257
1948,176,29,1,BAA,BLB,F-C,5,1.0,0.6,,,0.111
1948,177,26,1,BAA,CHS,G,11,0.9,0.0,,,0.222
1950,178,26,3,NBA,MNL,F-G,23,2.7,1.0,,,0.284
1948,178,24,1,BAA,BOS,F-G,43,3.3,0.4,,,0.239
1950,178,26,3,NBA,TOT,F-G,49,3.3,0.9,,,0.296
1950,178,26,3,NBA,WAT,F-G,26,3.9,0.8,,,0.305
1949,178,25,2,BAA,BOS,F-G,56,8.5,1.0,,,0.333
1949,179,25,2,BAA,CHS,G-F,56,10.3,3.0,,,0.338
1951,179,27,4,NBA,TRI,G-F,29,4.8,2.0,,3.2,0.404
1950,179,26,3,NBA,TRI,G-F,35,8.7,3.5,,,0.338
1948,179,24,1,BAA,CHS,G-F,48,8.4,1.0,,,0.264
1952,179,28,5,NBA,MLH,G-F,7,3.3,1.3,,2.1,0.269
1948,180,29,1,BAA,BLB,G,42,2.6,0.4,,,0.3
1948,181,26,1,BAA,BLB,G,11,1.4,0.6,,,0.226
1948,182,23,1,BAA,BOS,F-C,24,2.7,0.0,,,0.247
1948,183,25,1,BAA,PHW,C-F,9,1.9,0.3,,,0.364
1948,184,23,1,BAA,WSC,F,37,2.4,0.2,,,0.263
1949,184,24,2,BAA,MNL,F,2,1.0,0.5,,,0.167
1949,185,26,2,BAA,WSC,C-F,13,1.9,0.1,,,0.381
1948,185,25,1,BAA,PRO,C-F,14,10.9,0.4,,,0.361
1949,185,26,2,BAA,TOT,C-F,36,2.8,0.3,,,0.381
1949,185,26,2,BAA,BLB,C-F,23,3.3,0.5,,,0.381
1948,185,25,1,BAA,TOT,C-F,33,5.5,0.2,,,0.319
1948,185,25,1,BAA,CHS,C-F,19,1.5,0.1,,,0.191
1950,185,27,3,NBA,DNN,C-F,62,9.6,1.5,,,0.397
1950,186,27,3,NBA,BLB,F-G,38,8.1,1.7,,,0.305
1950,186,27,3,NBA,BOS,F-G,16,6.7,1.4,,,0.265
1949,186,26,2,BAA,BLB,F-G,27,4.7,1.0,,,0.295
1949,186,26,2,BAA,TOT,F-G,56,6.5,1.2,,,0.314
1948,186,25,1,BAA,PRO,F-G,25,10.1,0.6,,,0.253
1949,186,26,2,BAA,BOS,F-G,18,10.3,1.6,,,0.368
1950,186,27,3,NBA,TOT,F-G,54,7.6,1.6,,,0.294
1949,186,26,2,BAA,PRO,F-G,11,4.8,1.0,,,0.219
1949,187,27,2,BAA,MNL,G-F,48,2.2,0.7,,,0.36
1948,187,26,1,BAA,BLB,G-F,2,2.5,0.0,,,0.286
1948,187,26,1,BAA,CHS,G-F,1,4.0,0.0,,,1.0
1948,187,26,1,BAA,TOT,G-F,3,3.0,0.0,,,0.444
1948,188,25,1,BAA,PRO,F,31,6.3,0.2,,,0.277
1949,188,26,2,BAA,PRO,F,16,1.8,0.8,,,0.36
1948,189,29,1,BAA,PRO,G,14,5.6,0.3,,,0.283
1948,190,33,1,BAA,BOS,F-C,14,9.2,1.0,,,0.272
1948,190,33,1,BAA,BLB,F-C,34,11.1,0.7,,,0.272
1949,190,34,2,BAA,MNL,F-C,24,2.3,0.6,,,0.141
1949,190,34,2,BAA,CHS,F-C,21,3.4,0.8,,,0.247
1949,190,34,2,BAA,TOT,F-C,45,2.8,0.7,,,0.193
1948,190,33,1,BAA,TOT,F-C,48,10.6,0.8,,,0.272
1948,191,46,1,BAA,PRO,G-F,2,1.0,0.0,,,0.0
1951,192,25,3,NBA,BLB,G-F,41,8.8,2.7,,4.9,0.318
1948,192,22,1,BAA,BLB,G-F,37,10.5,0.6,,,0.348
1954,192,28,5,NBA,BLB,PG,72,10.0,4.0,,6.8,0.332
1955,192,29,6,NBA,BLB,G-F,9,13.1,6.0,,7.2,0.339
1955,192,29,6,NBA,TOT,SG,38,5.1,2.5,,3.3,0.301
1955,192,29,6,NBA,NYK,G-F,18,3.3,1.4,,2.2,0.269
1953,192,27,4,NBA,BLB,SG,69,10.2,3.4,,4.6,0.366
1950,192,24,2,NBA,BLB,G-F,60,14.4,2.7,,,0.341
1955,192,29,6,NBA,PHW,SG,11,1.5,1.4,,1.7,0.241
1948,193,22,1,BAA,CHS,F,46,3.6,0.6,,,0.237
1951,194,26,4,NBA,ROC,F,52,2.5,0.7,,1.6,0.282
1948,194,23,1,BAA,NYK,F,29,3.4,0.1,,,0.29
1949,194,24,2,BAA,NYK,F,47,3.8,0.7,,,0.253
1952,194,27,5,NBA,ROC,F,8,0.8,0.4,,0.5,0.222
1950,194,25,3,NBA,NYK,F,65,3.8,1.0,,,0.337
1955,195,27,7,NBA,SYR,SG,72,14.6,6.7,,4.3,0.362
1952,195,24,4,NBA,SYR,SG,66,9.1,3.3,,3.4,0.335
1958,195,30,10,NBA,SYR,PG,64,4.2,1.5,,1.7,0.34
1951,195,23,3,NBA,SYR,G-F,51,7.2,3.7,,3.8,0.325
1953,195,25,5,NBA,SYR,SG,67,14.2,4.4,,3.7,0.383
1960,195,32,12,NBA,SYR,G-F,4,0.0,0.0,,0.3,0.0
1948,195,20,1,BAA,BLB,G-F,22,3.5,0.3,,,0.267
1959,195,31,11,NBA,SYR,SG,21,4.3,1.7,,1.9,0.327
1950,195,22,2,NBA,SYR,G-F,62,7.7,3.0,,,0.334
1956,195,28,8,NBA,SYR,SG,57,11.3,4.8,,2.7,0.339
1954,195,26,6,NBA,SYR,SG,71,13.1,5.1,,4.1,0.377
1957,195,29,9,NBA,SYR,PG,65,6.0,3.0,,2.0,0.324
1949,196,26,2,BAA,NYK,F,8,3.1,1.4,,,0.278
1948,196,25,1,BAA,NYK,F,44,5.2,0.6,,,0.326
1948,197,24,1,BAA,STB,C,48,12.7,0.8,,,0.314
1952,197,28,5,NBA,SYR,C,66,12.9,1.9,,8.3,0.401
1949,197,25,2,BAA,STB,C,58,10.5,2.7,,,0.389
1950,197,26,3,NBA,STB,C,65,11.8,2.4,,,0.405
1955,197,31,7,NBA,SYR,C,72,11.3,2.5,,6.8,0.368
1951,197,27,4,NBA,BLB,C,64,13.1,2.3,,8.0,0.352
1957,197,33,9,NBA,FTW,C,72,5.3,1.1,,3.8,0.349
1956,197,32,8,NBA,SYR,C,72,10.0,1.8,,5.8,0.361
1953,197,29,6,NBA,SYR,C,69,11.2,2.0,,7.4,0.388
1948,198,23,1,BAA,BOS,G,43,7.7,1.4,,,0.27
1949,199,23,2,BAA,NYK,G,32,8.0,2.2,,,0.283
1948,199,22,1,BAA,NYK,G,24,10.1,1.5,,,0.25
1949,199,23,2,BAA,TOT,G,46,8.5,2.7,,,0.291
1949,199,23,2,BAA,BLB,G,14,9.6,3.9,,,0.309
1948,200,18,1,BAA,PHW,F,19,2.6,0.1,,,0.268
1952,200,22,2,NBA,PHW,F,15,3.6,0.6,,1.1,0.349
1948,201,24,1,BAA,NYK,G,3,2.3,0.0,,,0.231
1949,202,26,1,BAA,BOS,F-G,2,1.0,1.0,,,0.333
1953,203,32,3,NBA,MLH,SG,7,1.1,1.3,,1.3,0.125
1949,203,28,1,BAA,ROC,F-G,36,3.4,1.1,,,0.285
1950,203,29,2,NBA,SYR,F-G,60,5.5,2.6,,,0.333
1949,204,26,1,BAA,ROC,F-C,55,7.4,0.9,,,0.414
1950,204,27,2,NBA,ROC,F-C,67,4.6,0.6,,,0.433
1951,204,28,3,NBA,BOS,F-C,14,2.1,0.6,,2.1,0.175
1949,205,27,1,BAA,INJ,F,21,6.4,0.7,,,0.418
1949,206,26,1,BAA,PRO,G,17,2.6,0.6,,,0.268
1949,207,23,1,BAA,MNL,F-G,47,7.3,1.6,,,0.344
1951,207,25,3,NBA,MNL,F-G,68,5.2,1.6,,4.0,0.319
1950,207,24,2,NBA,MNL,F-G,63,5.4,1.5,,,0.333
1953,208,32,5,NBA,ROC,SF,70,8.3,2.2,,6.0,0.379
1951,208,30,3,NBA,ROC,SF,68,9.4,2.6,,6.6,0.459
1952,208,31,4,NBA,ROC,SF,66,10.0,2.8,,6.1,0.433
1950,208,29,2,NBA,ROC,SF,68,7.3,2.1,,,0.396
1949,208,28,1,BAA,ROC,SF,60,8.5,1.3,,,0.416
1956,209,31,8,NBA,BOS,C,68,8.1,1.3,,8.1,0.383
1952,209,27,4,NBA,ROC,C,66,15.6,2.3,,12.7,0.394
1954,209,29,6,NBA,ROC,C,72,13.2,1.7,,10.1,0.368
1953,209,28,5,NBA,ROC,C,68,13.0,2.0,,11.0,0.368
1951,209,26,3,NBA,ROC,C,66,16.3,2.4,,12.0,0.401
1957,209,32,9,NBA,BOS,C,43,8.0,1.2,,6.7,0.388
1949,209,24,1,BAA,ROC,C,60,16.6,1.7,,,0.423
1950,209,25,2,NBA,ROC,C,62,10.1,1.5,,,0.344
1955,209,30,7,NBA,ROC,C,69,11.6,1.6,,10.2,0.371
1958,209,33,10,NBA,BOS,C,63,6.1,0.8,,5.7,0.338
1949,210,21,1,BAA,ROC,SG,56,6.6,2.2,,,0.358
1950,210,22,2,NBA,ROC,SG,62,9.0,1.9,,,0.377
1954,210,26,6,NBA,MLH,SF,72,8.3,2.6,,3.8,0.349
1951,210,23,3,NBA,ROC,SG,66,7.7,1.5,,3.0,0.346
1955,210,27,7,NBA,MLH,SG,69,6.6,3.4,,4.2,0.3
1952,210,24,4,NBA,BLB,SG,55,7.0,2.1,,4.6,0.315
1953,210,25,5,NBA,TOT,SF,62,9.2,2.5,,4.5,0.337
1953,210,25,5,NBA,MLH,SF,49,10.3,2.9,,5.1,0.342
1953,210,25,5,NBA,SYR,F-G,13,4.9,1.2,,2.1,0.291
1950,211,25,2,NBA,FTW,C,44,4.9,0.9,,,0.311
1949,211,24,1,BAA,FTW,C,32,9.9,1.7,,,0.32
1950,211,25,2,NBA,TOT,C,63,4.7,0.8,,,0.32
1950,211,25,2,NBA,TRI,C,19,4.3,0.5,,,0.348
1949,212,24,1,BAA,STB,F,14,2.8,0.9,,,0.327
1949,212,24,1,BAA,CHS,F,14,1.0,0.6,,,0.217
1949,212,24,1,BAA,TOT,F,28,1.9,0.7,,,0.292
1949,213,23,1,BAA,STB,C,22,6.3,1.3,,,0.335
1949,213,23,1,BAA,CHS,C,2,1.0,0.0,,,0.333
1950,213,24,2,NBA,STB,C,67,2.7,0.4,,,0.347
1949,213,23,1,BAA,BOS,C,26,3.1,0.5,,,0.33
1949,213,23,1,BAA,TOT,C,50,4.4,0.8,,,0.333
1949,214,28,1,BAA,INJ,F-C,38,11.5,3.6,,,0.265
1949,214,28,1,BAA,FTW,F-C,22,7.5,1.6,,,0.259
1949,214,28,1,BAA,TOT,F-C,60,10.0,2.9,,,0.263
1950,214,29,2,NBA,BLB,F-C,68,8.8,2.1,,,0.327
1949,215,25,1,BAA,PRO,F,20,5.4,0.7,,,0.333
1950,215,26,2,NBA,DNN,F,62,11.7,1.6,,,0.361
1951,216,31,3,NBA,ROC,PG,63,15.2,4.6,,3.1,0.372
1953,216,33,5,NBA,ROC,PG,66,15.6,4.2,,3.0,0.385
1955,216,35,7,NBA,ROC,PG,72,12.1,4.9,,2.8,0.415
1950,216,30,2,NBA,ROC,PG,64,14.0,4.6,,,0.357
1949,216,29,1,BAA,ROC,PG,60,15.1,5.4,,,0.364
1954,216,34,6,NBA,ROC,PG,72,12.3,4.5,,2.7,0.371
1952,216,32,4,NBA,ROC,PG,65,16.2,6.0,,2.9,0.383
1949,217,28,1,BAA,FTW,C-F,37,6.9,1.4,,,0.317
1949,217,28,1,BAA,BOS,C-F,21,9.7,1.2,,,0.335
1950,217,29,2,NBA,BOS,C-F,60,11.1,1.7,,,0.375
1949,217,28,1,BAA,TOT,C-F,58,7.9,1.3,,,0.325
1950,218,29,2,NBA,TOT,G-F,29,3.9,1.3,,,0.281
1949,218,28,1,BAA,FTW,G-F,53,8.8,1.9,,,0.277
1950,218,29,2,NBA,BLB,G-F,8,3.4,0.3,,,0.282
1950,218,29,2,NBA,WAT,G-F,21,4.1,1.7,,,0.281
1955,219,33,7,NBA,ROC,SG,72,13.1,3.4,,5.2,0.395
1956,219,34,8,NBA,ROC,PG,72,10.4,3.1,,3.8,0.376
1954,219,32,6,NBA,ROC,SG,72,13.3,3.5,,5.4,0.386
1949,219,27,1,BAA,ROC,G,60,10.2,3.1,,,0.379
1952,219,30,4,NBA,ROC,SG,66,15.7,4.0,,5.0,0.425
1957,219,35,9,NBA,ROC,SG,21,3.9,0.4,,1.2,0.469
1950,219,28,2,NBA,ROC,G,67,11.8,3.2,,,0.414
1953,219,31,5,NBA,ROC,SG,70,14.6,3.6,,5.0,0.367
1951,219,29,3,NBA,ROC,G,68,10.8,2.7,,3.4,0.401
1949,220,27,1,BAA,PRO,PF,59,8.3,1.2,,,0.363
1949,221,30,1,BAA,INJ,G-F,18,12.6,3.8,,,0.329
1949,221,30,1,BAA,FTW,G-F,34,9.4,2.6,,,0.313
1949,221,30,1,BAA,TOT,G-F,52,10.5,3.0,,,0.32
1951,221,32,3,NBA,INO,G-F,26,3.6,1.6,,1.9,0.296
1950,221,31,2,NBA,INO,G-F,64,10.3,3.5,,,0.353
1950,222,28,2,NBA,TOT,F-C,65,10.2,2.5,,,0.278
1952,222,30,3,NBA,MLH,F-C,13,1.3,0.7,,2.4,0.194
1950,222,28,2,NBA,FTW,F-C,36,10.6,2.1,,,0.287
1950,222,28,2,NBA,AND,F-C,29,9.6,3.0,,,0.267
1949,222,27,1,BAA,FTW,F-C,17,7.6,1.5,,,0.317
1949,222,27,1,BAA,TOT,F-C,58,9.8,2.4,,,0.294
1949,222,27,1,BAA,INJ,F-C,41,10.7,2.8,,,0.288
1949,223,30,1,BAA,FTW,G-F,52,7.3,2.0,,,0.306
1951,223,32,3,NBA,FTW,G-F,38,5.3,2.0,,2.3,0.31
1950,223,31,2,NBA,FTW,G-F,63,7.3,2.8,,,0.279
1950,224,26,2,NBA,STB,G,37,2.1,1.3,,,0.329
1949,224,25,1,BAA,STB,G,22,2.3,1.4,,,0.353
1949,225,25,1,BAA,BLB,G,13,1.6,0.5,,,0.143
1949,226,25,1,BAA,BLB,F,3,1.3,0.0,,,0.333
1950,227,21,2,NBA,STB,G,24,3.8,1.1,,,0.26
1950,227,21,2,NBA,TOT,G,61,4.4,1.5,,,0.261
1949,227,20,1,BAA,BOS,G,21,9.7,3.1,,,0.276
1950,227,21,2,NBA,BOS,G,37,4.8,1.7,,,0.262
1949,228,25,1,BAA,NYK,G,4,0.3,0.5,,,
1950,229,27,2,NBA,BLB,G-F,4,0.5,0.3,,,0.0
1949,229,26,1,BAA,FTW,G-F,55,6.1,1.7,,,0.278
1949,230,23,1,BAA,INJ,F,9,1.3,0.3,,,0.238
1949,231,24,1,BAA,FTW,PF,2,3.0,0.0,,,0.25
1950,231,25,2,NBA,DNN,PF,53,13.6,1.6,,,0.292
1953,231,28,4,NBA,MLH,PF,61,5.4,1.0,,1.7,0.352
1952,231,27,3,NBA,TOT,PF,38,7.7,1.5,,2.9,0.351
1952,231,27,3,NBA,INO,PF,6,1.5,0.0,,0.5,0.4
1952,231,27,3,NBA,MLH,PF,32,8.9,1.8,,3.4,0.35
